79.382858,79.575714,78.860001
78.980003,79.099998,77.204285
76.778572,78.114288,76.228569
77.760002,77.994286,76.845711
76.972855,77.937141,76.955711
78.114288,78.122856,76.478569
77.118568,77.257141,75.872856
75.701431,77.5,75.697144
76.888573,78.104286,76.808571
79.074287,80.028572,78.808571
79.271431,79.550003,78.811432
78.78286,78.867142,77.128571
77.284286,78.581429,77.202858
78.701431,79.612854,78.258568
78.562859,79.5,77.830002
79.14286,79.374283,77.821426
78.581429,79.257141,77.964287
72.68,73.571426,71.724289
71.992859,72.48143,71.23143
71.791428,72.35714,70.957146
70.739998,71.647141,70.507141
71.80143,72.53286,71.328575
72.264282,72.779999,71.822861
72.365715,73.611427,72.321426
72.865715,73.35714,72.544289
74.482857,74.704285,73.91143
74.094284,75.998573,74
75.80143,76.821426,75.64286
76.707146,77.080002,76.177139
76.379997,77.835716,76.314285
77.495712,77.997147,77.315712
78,78.741432,77.944283
77.821426,78.127144,76.335716
76.141426,76.714287,75.571426
76.112854,76.367142,74.942856
74.735718,75.702858,74.631432
75.625717,75.652855,74.428574
74.80143,75,73.657143
73.877144,75.540001,73.721428
75.582855,76.10714,74.58857
74.774284,75.807144,74.687141
75.85714,76.091431,75.395714
75.845711,76.39286,75.589996
76.112854,76.348572,75.442856
75.870003,75.997147,75.150002
75.480003,76.190002,75.477142
76.492859,76.96286,76.084282
76.358574,76.764282,76
76.777145,77.094284,75.594284
75.541428,75.841431,74.714287
75.385712,75.709999,75.121429
75.128571,75.995712,75.028572
76.03714,76.605713,75.571426
75.69857,76.095711,75.335716
75.989998,76.25,75.190002
76.917145,77.214287,76.437141
77.35714,77.964287,77.084282
78.074287,78.428574,76.980003
77.145714,77.35714,76.445717
76.902855,76.991432,76.321426
77.03286,77.258568,76.561432
76.822861,77.410004,76.681427
77.482857,77.639999,77.18
77.341431,77.5,76.805717
77.115715,77.14286,75.797142
75.431427,75.842857,74.555717
75.027145,75.160004,74.099998
74.662857,75.784286,74.574287
75.811432,76.034286,74.738571
74.14286,74.690002,73.877144
74.557144,74.594284,73.887146
74.324287,74.519997,73.047142
74.007141,74.441429,73.44857
74.285713,75.394287,74.171425
75.048569,76.019997,74.851425
75.472855,75.975716,75.214287
75.580002,75.875717,74.921425
81.172859,81.428574,80.104286
80.647141,81.71286,80.565712
81.828575,85.10714,81.792854
84.82,85.139999,84.215714
84.662857,85.632858,84.257141
84.571426,84.971428,83.765717
84.620003,84.885712,84.244286
84.305717,85.85714,84.285713
85.971428,86.344284,84.915718
85.035713,85.327141,83.961426
84.035713,84.915718,83.771431
83.505714,83.75,82.904289
83.927139,84.808571,83.914284
84.571426,84.934288,84.385712
84.632858,85.342857,84.534286
84.957146,85.228569,84.005714
84.089996,85.361427,83.628571
85.407143,86.761429,85.332855
86.358574,86.628571,85.818573
86.261429,86.671425,86.008568
86.657143,87.121429,86.300003
86.75,87.818573,86.638573
87.982857,89.408569,87.947144
89.431427,89.975716,89.111427
89.692856,90.98143,89.681427
91.139999,92.024284,89.842857
90.565712,90.690002,88.928574
89.779999,91.248573,89.75
91.062859,92.555717,90.872856
92.314285,92.767143,91.80143
92.842857,93.03714,92.067146
92.699997,93.879997,91.75
94.730003,95.050003,93.57
94.129997,94.760002,93.470001
94.040001,94.120003,91.900002
92.199997,92.440002,90.879997
91.510002,92.75,91.449997
92.309998,92.699997,91.800003
92.269997,92.290001,91.349998
92.290001,92.300003,91.339996
91.849998,92.550003,90.900002
91.32,91.620003,90.599998
90.75,91.739998,90.190002
90.209999,90.699997,89.650002
90.370003,91.050003,89.800003
90.82,92,90.769997
92.099998,93.730003,92.089996
93.519997,94.07,93.129997
93.870003,94.059998,93.089996
